fund_code,price_date,unit_price,investor_count,total_fund_value
FDO,20.04.2026,"57,028,456",1,"270164496,54"
FDV,20.04.2026,"5,240,323",1,"1310080635,21"
FDY,20.04.2026,"44,868,397",894,"3875285600,11"
FDZ,20.04.2026,"302,221",12,"229427219,83"
FFD,20.04.2026,"44,914",299,"192210066,42"
FFF,20.04.2026,"62,302,907",1,"1048079943,41"
FFH,20.04.2026,"7,911,241",1942,"1195663668,51"
FFO,20.04.2026,"57,867,254",7,"104268342,74"
FFP,20.04.2026,"7,381,623",2847,"2578326822,30"
FHI,20.04.2026,"1,516,696",11,"237714329,26"
FHP,20.04.2026,"2,975,585",47,"11020879027,00"
FHZ,20.04.2026,"62,714,619",3,"726894232,34"
FI3,20.04.2026,"734,056,302",9878,"1839933870,13"
FI5,20.04.2026,"65,175,804",52024,"93148698581,76"
FIB,20.04.2026,"52,098",13745,"6356384838,87"
FID,20.04.2026,"1,016,501",1818,"982839596,71"
FIL,20.04.2026,"326,436",19162,"12590671418,99"
FIT,20.04.2026,"219,607",609,"220793692,49"
FJB,20.04.2026,"6,247,694",825,"389176649,66"
FJC,20.04.2026,"55,286,981",88,"1257003813,21"
FJM,20.04.2026,"5,334,487",1745,"8625428691,83"
FJN,20.04.2026,"53,144,204",1356,"5454338305,80"
FJZ,20.04.2026,"61,524,078",889,"1728978862,31"
FKE,20.04.2026,"55,946,967",12705,"49171607851,36"
FKH,20.04.2026,"45,279,999",2137,"12500449248,96"
FKV,20.04.2026,"44,910,933",490,"2219947442,58"
FLS,20.04.2026,"58,158,206",2036,"3036184145,73"
FLY,20.04.2026,"1,724,932",1657,"134629497,62"
FMG,20.04.2026,"3,931,611",13027,"15650277329,94"
FMS,20.04.2026,"53,507,886",1,"627204565,01"
FMV,20.04.2026,"124,911",24,"137339052,96"
FNE,20.04.2026,"2,725,779",1,"1062617,54"
FNN,20.04.2026,"0,00",1,"0,00"
FNO,20.04.2026,"19,138",8730,"16237262653,10"
FNT,20.04.2026,"2,019,364",2167,"592757536,15"
FP4,20.04.2026,"1,274,342",123,"46829047,95"
FPE,20.04.2026,"70,955,636",1436,"323621062,49"
FPG,20.04.2026,"2,589,947",2595,"1355909404,04"
FPH,20.04.2026,"34,585,318",4865,"1561008391,67"
FPI,20.04.2026,"2,325,131",180,"112391883,37"
FPK,20.04.2026,"8,718",1204,"279374704,72"
FPR,20.04.2026,"11,512,753",21,"178258088,03"
FPZ,20.04.2026,"63,814,775",19445,"131919505395,29"
FR1,20.04.2026,"1,442,602",21,"549121007,13"
FRA,20.04.2026,"33,251,841",2,"543541970,38"
FRC,20.04.2026,"1,711,208",428,"96435429,86"
FRZ,20.04.2026,"15,879,037",2,"284244965,71"
FS1,20.04.2026,"1,687,925",297,"206930468,96"
FS2,20.04.2026,"2,016,597",28,"15859403,51"
FS3,20.04.2026,"2,051,921",22,"1744712059,81"
FS4,20.04.2026,"9,983,939",21,"5125523840,83"
FS5,20.04.2026,"2,500,385",9,"21984038,22"
FS6,20.04.2026,"1,594,179",418,"129692877,67"
FSF,20.04.2026,"606,078",7325,"10888418771,48"
FSG,20.04.2026,"3,814,922",856,"1071721208,32"
FSH,20.04.2026,"3,997,335",468,"329006185,24"
FSK,20.04.2026,"5,379,502",2627,"6996583284,61"
FSM,20.04.2026,"7,234,574",21,"970869158,60"
FSP,20.04.2026,"37,100,699",24,"515180,30"
FSR,20.04.2026,"4,486,122",2542,"6770434582,07"
FSU,20.04.2026,"1,353,202",7009,"917962678,35"
FSV,20.04.2026,"52,838,069",877,"5376273552,50"
FTL,20.04.2026,"1,345,071",220,"336697938,04"
FTM,20.04.2026,"52,000,751",14,"1687106070,04"
FTY,20.04.2026,"44,713,489",1253,"7479225311,45"
FUA,20.04.2026,"5,398,414",5070,"341587794,07"
FUB,20.04.2026,"710,568",2276,"1434387883,33"
FUM,20.04.2026,"58,531,084",2,"420898894,85"
FUN,20.04.2026,"1,469,419",11,"18030627,07"
FUP,20.04.2026,"102,474,148",2,"449622949,52"
FVL,20.04.2026,"4,339,198",55,"1429691070,53"
FYA,20.04.2026,"54,792",157,"1814431251,82"
FYB,20.04.2026,"93,407,605",9,"190728520,75"
FYD,20.04.2026,"12,343,508",5919,"3949105601,24"
FYF,20.04.2026,"100,195",11,"35139123,37"
FYG,20.04.2026,"15,493,851",2,"89124443,70"
FYH,20.04.2026,"829,513",29,"986164450,61"
FYI,20.04.2026,"9,340,386",191,"41546427,73"
FYM,20.04.2026,"409,046",15,"320566324,77"
FYO,20.04.2026,"104,306",1294,"971912429,14"
FYT,20.04.2026,"323,889",99233,"3050735874,52"
FYZ,20.04.2026,"6,337,677",2,"275160903,31"
FZJ,20.04.2026,"5,237,734",2348,"1263772754,76"
FZP,20.04.2026,"6,010,673",657,"1043731632,38"
GA1,20.04.2026,"1,805,192",1574,"399979113,54"
GAC,20.04.2026,"7,089,085",1,"391861723,13"
GAE,20.04.2026,"465,497",14988,"1598564669,77"
GAF,20.04.2026,"1,780,993",1792,"221741669,01"
GAG,20.04.2026,"16,686,333",227,"827357748,84"
GAH,20.04.2026,"11,582,867",3086,"440013850,19"
GAJ,20.04.2026,"59,108,281",1,"469028226,97"
GAL,20.04.2026,"361,349,093",57148,"61517090769,93"
GAN,20.04.2026,"9,493,184",11,"25565714,18"
GAS,20.04.2026,"294,813",2324,"3319070115,08"
GAU,20.04.2026,"61,089,226",5,"1978089168,41"
GAV,20.04.2026,"57,726,163",1,"227498807,92"
GBC,20.04.2026,"276,039",1624,"291805698,98"
GBG,20.04.2026,"498,768",3312,"157657671,63"
GBH,20.04.2026,"4,301,439",2711,"2270118858,76"
GBJ,20.04.2026,"1,630,306",2149,"704342214,62"
GBL,20.04.2026,"764,431",1763,"3338705616,07"
GBN,20.04.2026,"6,040,365",474,"5627073274,36"
GBP,20.04.2026,"67,004,216",2,"3674884412,15"
GBV,20.04.2026,"11,338,264",22999,"2382776840,26"
GBZ,20.04.2026,"3,403,085",3537,"1584015269,00"
GCA,20.04.2026,"67,302,278",2,"779602466,41"
GCC,20.04.2026,"5,553,063",2,"1233115241,76"
GCD,20.04.2026,"3,402,833",13,"443654331,76"
GCI,20.04.2026,"59,821,297",3,"204941542,71"
GCZ,20.04.2026,"57,247,666",1,"11146979,33"
GDJ,20.04.2026,"56,827,628",4,"460384934,96"
GDP,20.04.2026,"61,671,776",1,"1433008469,28"
GEC,20.04.2026,"71,083,453",3,"398890769,28"
GEI,20.04.2026,"116,759,947",11,"4316379146,37"
GEZ,20.04.2026,"5,610,402",1,"372219653,92"
GFB,20.04.2026,"65,019,931",4,"397015402,98"
GFD,20.04.2026,"64,823,915",2,"115409776,54"
GFI,20.04.2026,"49,595,659",3,"1603801564,77"
GFL,20.04.2026,"10,515,438",1,"441363721,43"
GFN,20.04.2026,"74,323,051",3,"860173077,64"
GFY,20.04.2026,"64,489,645",3,"395898125,22"
GGA,20.04.2026,"6,235,681",3,"8129441860,74"
GGC,20.04.2026,"5,257,774",5,"184721372,90"
GGD,20.04.2026,"60,963,996",2,"5330109549,78"
GGK,20.04.2026,"14,281,315",13387,"2912379498,97"
GGM,20.04.2026,"742,234",1,"2540599611,18"
GGN,20.04.2026,"63,574,174",4,"442694057,33"
GGP,20.04.2026,"26,322,252",1,"182334,24"
GGR,20.04.2026,"63,075,327",3,"1505413917,49"
GHS,20.04.2026,"41,002,982",14670,"3397997701,63"
GID,20.04.2026,"1,685,697",2298,"56208282,59"
GIE,20.04.2026,"3,757,102",5143,"95540637,76"
GIH,20.04.2026,"243,413",630,"10974562,14"
GJA,20.04.2026,"61,114,111",3,"871692326,58"
GJB,20.04.2026,"10,204,398",1072,"78987330,05"
GJD,20.04.2026,"58,868,167",3,"383143404,20"
GJE,20.04.2026,"59,012,738",2,"136715577,96"
GJF,20.04.2026,"59,741,663",2,"227384474,93"
GJH,20.04.2026,"3,453,142",26446,"137391585791,50"
GJM,20.04.2026,"39,606,592",69,"452140105,64"
GJO,20.04.2026,"55,609,631",1,"543831551,41"
GKE,20.04.2026,"0,00",0,"0,01"
GKF,20.04.2026,"4,855,876",799,"46051721,46"
GKG,20.04.2026,"1,400,125",1312,"46197138,89"
GKH,20.04.2026,"3,942,549",1866,"5465771600,17"
GKK,20.04.2026,"61,070,367",2,"1869828484,78"
GKL,20.04.2026,"15,538,999",4,"874056347,64"
GKM,20.04.2026,"45,042,034",14,"121776543,22"
GKO,20.04.2026,"0,00",0,"0,01"
GKV,20.04.2026,"7,671,136",3449,"394162290,87"
GL1,20.04.2026,"1,468,310,836",1004,"1289812692,89"
GLC,20.04.2026,"4,297,552",73,"16637975,61"
GLG,20.04.2026,"8,410,247",656,"73664842,37"
GLM,20.04.2026,"520,689",11,"262464572,40"
GLP,20.04.2026,"62,736,156",4,"514563265,89"
GLS,20.04.2026,"150,808",1406,"553233284,63"
GLV,20.04.2026,"8,418,786",22,"20338195,81"
GMA,20.04.2026,"1,945,938",1550,"2499750224,06"
GMC,20.04.2026,"9,523,164",25190,"5628203444,10"
GMD,20.04.2026,"255,867",116,"3095791,09"
GME,20.04.2026,"26,491,721",2,"373776436,25"
GMI,20.04.2026,"1,602,848",6329,"573995955,24"
GMM,20.04.2026,"44,771,501",27,"417247781,56"
GMN,20.04.2026,"1,199,264",31,"95394021,89"
GMO,20.04.2026,"311,534",4,"2493676930,49"
GMP,20.04.2026,"58,420,093",1,"1526785768,69"
GMR,20.04.2026,"1,399,416",5149,"213700499,39"
GMV,20.04.2026,"0,00",0,"0,01"
GMZ,20.04.2026,"13,175,306",2,"358665936,12"
GNH,20.04.2026,"1,488,697",197,"7472067,29"
GNK,20.04.2026,"64,143,731",1,"439741965,11"
GNL,20.04.2026,"56,123,873",4,"1669482494,31"
GNP,20.04.2026,"1,297,513",4348,"1129182260,18"
GNS,20.04.2026,"1,545,386",1439,"76245702,11"
GNZ,20.04.2026,"1,408,668",466,"1715802,26"
GO1,20.04.2026,"4,323,713",1101,"159065231,17"
GO2,20.04.2026,"458,894",595,"35470703,65"
GO3,20.04.2026,"4,762,825",601,"47463993,58"
GO4,20.04.2026,"5,164,011",971,"66493056,06"
GO6,20.04.2026,"3,698,169",4289,"4822635304,31"
GO9,20.04.2026,"2,543,871",1807,"414494683,69"
GOF,20.04.2026,"46,516,541",129,"65055988,10"
GOH,20.04.2026,"16,062,541",9016,"677450307,86"
GOL,20.04.2026,"2,886,114",13715,"5448495154,15"
GOP,20.04.2026,"1,062,574",445,"671525005,03"
GP1,20.04.2026,"3,832,397",1,"175209068,95"
GP3,20.04.2026,"58,756,789",284,"373545994,09"
GPA,20.04.2026,"21,615,052",5667,"762180202,49"
GPB,20.04.2026,"11,072,168",9872,"1220879804,08"
GPC,20.04.2026,"66,931,428",3962,"7401190472,72"
GPF,20.04.2026,"823,803",2876,"847202123,61"
GPG,20.04.2026,"14,552,564",2737,"867018914,66"
GPH,20.04.2026,"43,069,793",1,"2525483,45"
GPI,20.04.2026,"16,916,786",3042,"747247212,64"
GPJ,20.04.2026,"53,614,775",2,"878890809,94"
GPL,20.04.2026,"49,140,255",39376,"99474692096,96"
GPM,20.04.2026,"57,887,837",2,"1206213382,73"
GPN,20.04.2026,"121,994",2052,"1945307612,56"
GPT,20.04.2026,"2,356,722",2666,"85761680,69"
GPU,20.04.2026,"19,950,504",2729,"415751082,48"
GPV,20.04.2026,"63,347,436",1,"546704838,91"
GPZ,20.04.2026,"1,725,311",218,"8497917199,68"
GRL,20.04.2026,"17,368",356,"1030236529,45"
GRO,20.04.2026,"50,032,485",27081,"185648415386,84"
GRT,20.04.2026,"1,552,529",1421,"73893821,09"
GSE,20.04.2026,"59,619,876",104,"1445529257,64"
GSG,20.04.2026,"66,120,251",1,"81810322,68"
GSL,20.04.2026,"3,017,125",1,"291885922,39"
GSO,20.04.2026,"13,396,767",5,"306844821,18"
GSP,20.04.2026,"555,203",13905,"2635821961,01"
GSR,20.04.2026,"52,814,631",2,"245226783,04"
GSU,20.04.2026,"0,00",0,"0,01"
GTA,20.04.2026,"1,647,317",81982,"28645357046,91"
GTF,20.04.2026,"13,721,438",576,"205658666,62"
GTH,20.04.2026,"1,334,729",389,"9795971,47"
GTK,20.04.2026,"6,326,169",1,"25491089212,03"
GTL,20.04.2026,"118,397",322135,"137387174482,68"
GTM,20.04.2026,"7,955,405",14396,"1205367770,22"
GTN,20.04.2026,"48,551,778",2,"1360058392,80"
GTY,20.04.2026,"5,849,277",669,"484417171,16"
GTZ,20.04.2026,"13,952,786",71460,"17354965119,85"
GUA,20.04.2026,"5,455,223",1,"1864926721,86"
GUB,20.04.2026,"2,256,648",3380,"1966229590,20"
GUC,20.04.2026,"1,282,762",1,"2832154681,06"
GUH,20.04.2026,"35,781",26372,"2531420333,88"
GUK,20.04.2026,"1,682,764",3433,"1407563507,01"
GUM,20.04.2026,"14,765,114",59205,"8722050320,16"
GUV,20.04.2026,"1,634,011",2122,"671731068,54"
GVA,20.04.2026,"4,146,641",3409,"92645102,22"
GVB,20.04.2026,"63,176,405",3,"3316738498,67"
GVC,20.04.2026,"59,805,071",1,"283432257,24"
GVD,20.04.2026,"19,932,868",1,"440815,38"
GVI,20.04.2026,"5,554,481",5443,"1442844124,26"
GVL,20.04.2026,"61,697,896",3,"485692871,59"
GVZ,20.04.2026,"68,886,932",2,"381175782,90"
GYC,20.04.2026,"3,654,453",1,"15000397062,46"
GYG,20.04.2026,"67,062,632",4,"499487915,60"
GYK,20.04.2026,"101,263",279,"73206036,77"
GYL,20.04.2026,"12,830,089",7750,"1056727035,79"
GYN,20.04.2026,"62,956,165",1,"1297750997,30"
GYR,20.04.2026,"58,443,719",5,"562233834,46"
GZB,20.04.2026,"665,696",1,"1264822440,88"
GZD,20.04.2026,"57,487,474",3,"50399153,61"
GZE,20.04.2026,"7,107,944",5356,"1878116169,06"
GZG,20.04.2026,"5,962,954",1625,"434834143,22"
GZH,20.04.2026,"4,929,184",6141,"388065584,14"
GZJ,20.04.2026,"833,033",6083,"2033834850,29"
GZL,20.04.2026,"5,256,789",6234,"352379604,11"
GZM,20.04.2026,"8,101,319",300,"108420392,23"
GZN,20.04.2026,"44,917,009",1372,"422414776,83"
GZO,20.04.2026,"66,044,633",1,"108624796,41"
GZP,20.04.2026,"7,064,067",9677,"4269889854,30"
GZR,20.04.2026,"1,200,916",2177,"1098619899,15"
GZU,20.04.2026,"63,036,485",2,"430517064,13"
GZV,20.04.2026,"7,893,563",1385,"93382906,46"
GZY,20.04.2026,"7,520,627",2346,"67654125,44"
GZZ,20.04.2026,"6,707,983",1304,"63560175,52"
HAE,20.04.2026,"51,853,793",1064,"2321804355,21"
HAG,20.04.2026,"57,376,335",47,"406542084,03"
HAM,20.04.2026,"320,206",9083,"1886810250,35"
HAR,20.04.2026,"1,048,426",64,"40925158,24"
HAT,20.04.2026,"1,787,584",123,"8923576,76"
HB1,20.04.2026,"46,683,873",334,"21122739058,95"
HB2,20.04.2026,"54,388,351",189,"10807571258,43"
HBF,20.04.2026,"5,246,722",12868,"7348586580,32"
HBJ,20.04.2026,"2,430,988",1,"243098,81"
HBN,20.04.2026,"4,075,222",1132,"537019228,95"
HBU,20.04.2026,"1,482,199",2803,"516038953,95"
HBV,20.04.2026,"15,290,734",18,"879965391,85"
HCV,20.04.2026,"1,064,554",187,"57737975,98"
HDA,20.04.2026,"2,817,737",801,"414917029,88"
HDE,20.04.2026,"54,270,958",4377,"7966762875,49"
HDH,20.04.2026,"8,472,584,183",18,"31422577974,02"
HDJ,20.04.2026,"5,629,844",11,"13959795,69"
HDK,20.04.2026,"2,793,062",154,"12582064,08"
HDS,20.04.2026,"15,280,035",13,"1534396625,77"
HDV,20.04.2026,"61,511,201",2196,"4273696955,94"
HEH,20.04.2026,"2,885,942",1924,"749639896,79"
HFA,20.04.2026,"2,935,104",2,"4149740637,14"
HFI,20.04.2026,"1,645,541",149,"45906326,47"
HFR,20.04.2026,"1,533,849",785,"94351978,08"
HFV,20.04.2026,"59,256,338",3365,"9015176947,35"
HFY,20.04.2026,"1,155,702",30,"981720448,99"
HGC,20.04.2026,"49,152,471",191,"307020390,69"
HGH,20.04.2026,"1,757,223",21,"77995130,69"
HGJ,20.04.2026,"12,966,216",11,"5794977,73"
HGM,20.04.2026,"3,968,545",2008,"149516205,12"
HGR,20.04.2026,"1,178,671",399,"64612426,88"
HGT,20.04.2026,"88,174,096",14,"3611906725,34"
HGU,20.04.2026,"4,390,512",2,"2463158914,85"
HGV,20.04.2026,"5,296,528",565,"59886784,34"
HIA,20.04.2026,"1,370,043",361,"384141685,92"
HIF,20.04.2026,"662,422",12,"976039,29"
HIH,20.04.2026,"1,458,788",6310,"400327505,50"
HII,20.04.2026,"3,076,503",1,"1013299167,36"
HIM,20.04.2026,"3,549,716",302,"411493840,04"
HIP,20.04.2026,"1,900,574",852,"1803611691,15"
HIS,20.04.2026,"3,494,908",12,"1423269,93"
HIZ,20.04.2026,"193,223",1085,"160903313,64"
HJA,20.04.2026,"27,371,544",13,"3175641342,65"
HJB,20.04.2026,"4,394,006",1804,"139215051,54"
HKG,20.04.2026,"1,435,836",993,"38497209,69"
HKH,20.04.2026,"8,673,138",16175,"1825123199,27"
HKJ,20.04.2026,"1,212,746",2771,"12366532703,25"
HKM,20.04.2026,"4,925,207",1500,"153595636,84"
HKP,20.04.2026,"529,539",128,"427389602,93"
HKR,20.04.2026,"4,019,405",1873,"1655538058,55"
HKV,20.04.2026,"521,069,991",37980,"3883689398,88"
HLA,20.04.2026,"2,131,501",11,"47580413,04"
HLL,20.04.2026,"335,151",1040469,"44293153381,72"
HLR,20.04.2026,"23,503,645",14,"5549052412,74"
HMC,20.04.2026,"7,561,422",123,"6907653,99"
HME,20.04.2026,"50,282,729",8255,"24599955070,89"
HMG,20.04.2026,"60,293",4765,"1855318982,70"
HMK,20.04.2026,"304,598,449",112,"292019142,11"
HML,20.04.2026,"45,669,496",45,"20282599,74"
HMS,20.04.2026,"106,956",4544,"451957542,00"
HMT,20.04.2026,"6,773,674",22,"566488185,62"
HMV,20.04.2026,"19,082,602",13,"15600920547,07"
HNC,20.04.2026,"1,368,871",112,"13895287,54"
HNS,20.04.2026,"46,514,698",109,"478943281,29"
HOA,20.04.2026,"215,392",3347,"1355147259,26"
HOY,20.04.2026,"32,771",2616,"1201821229,78"
HP3,20.04.2026,"53,773,481",110,"282749515,52"
HPC,20.04.2026,"12,328,464",7,"35607600940,63"
HPD,20.04.2026,"215,097",1573,"355621324,80"
HPF,20.04.2026,"40,737,357",12,"1757781126,34"
HPH,20.04.2026,"2,097,296",10855,"11497108138,18"
HPI,20.04.2026,"7,686,514",14,"264524303,45"
HPJ,20.04.2026,"3,761,954",1,"73805984,50"
HPL,20.04.2026,"276,993",24,"1256364561,47"
HPO,20.04.2026,"152,414",3026,"1247447005,64"
HPT,20.04.2026,"1,004",10411,"2492865762,45"
HPV,20.04.2026,"6,869,686",342414,"7791643509,44"
HPZ,20.04.2026,"599,276,649",16,"1212336,66"
HRZ,20.04.2026,"2,239,342",5480,"316180369,39"
HSA,20.04.2026,"1,554,503,486",2744,"4156879117,47"
HSL,20.04.2026,"362,386,748",24307,"21174891111,84"
HSP,20.04.2026,"44,963,822",1076,"1934304718,88"
HST,20.04.2026,"927,036",3915,"466493211,84"
HTF,20.04.2026,"1,269,629",517,"4676931699,00"
HTJ,20.04.2026,"1,628,228",143,"8370104,71"
HTS,20.04.2026,"51,336,977",1799,"3110869990,74"
HTZ,20.04.2026,"1,586,107",13,"750583448,68"
HUI,20.04.2026,"891,227",1,"2103265068,98"
HUS,20.04.2026,"3,631",12,"2065788,34"
HVA,20.04.2026,"527,788,534",17,"146015336,93"
HVB,20.04.2026,"1,649,548",13,"1435422924,46"
HVC,20.04.2026,"26,924,158",17,"73441860,76"
HVI,20.04.2026,"129,153",495,"51376362,80"
HVK,20.04.2026,"5,031,871",2167,"1141138600,35"
HVL,20.04.2026,"20,435,916",11,"2869202,61"
HVN,20.04.2026,"5,382,775",12,"6109293,37"
HVS,20.04.2026,"1,607,981",10937,"2949462541,64"
HVT,20.04.2026,"4,121,652",2139,"900756313,30"
HVU,20.04.2026,"5,395,552",908,"22038312,86"
HVV,20.04.2026,"64,411,873",1,"3266060777,11"
HVZ,20.04.2026,"7,037,602",2090,"107689946,22"
HYK,20.04.2026,"10,266,654",24,"198706987,51"
HYP,20.04.2026,"896,306",59,"48864633,37"
HYU,20.04.2026,"1,582,446",299,"1033357765,10"
HYV,20.04.2026,"5,565,273",7757,"7525317570,83"
HYY,20.04.2026,"13,053,313",1,"6441648915,84"
HZV,20.04.2026,"5,784,942",3,"947541793,19"
IAC,20.04.2026,"4,087,351",1,"2834246788,20"
IAE,20.04.2026,"198,415",501,"244438254,90"
IAF,20.04.2026,"86,429",11,"54923761,87"
IAI,20.04.2026,"6,749,283",1,"76910306,45"
IAM,20.04.2026,"1,596,066",3152,"93265284,22"
IAR,20.04.2026,"71,620,121",29,"162912427,03"
IAS,20.04.2026,"2,163,362",17,"3501058587,54"
IAT,20.04.2026,"176,213",8425,"1642776198,88"
IAU,20.04.2026,"2,366,655",305,"42774578,17"
IAY,20.04.2026,"1,554,754",223,"50304630,22"
IBB,20.04.2026,"14,059,145",8811,"1307902732,40"
IBC,20.04.2026,"17,216,534",5,"368931275,34"
IBE,20.04.2026,"2,340,867",12,"775477619,54"
IBG,20.04.2026,"1,442,022",11,"481266497,66"
IBJ,20.04.2026,"60,578,432",23,"735930598,11"
IBK,20.04.2026,"120,181",122638,"209365168,42"
IBM,20.04.2026,"3,539,818",17,"244122073,07"
IBP,20.04.2026,"64,198,131",4,"4368109313,54"
IBR,20.04.2026,"261,292",70,"1440044151,43"
ICA,20.04.2026,"569,587",3473,"737479263,57"
ICC,20.04.2026,"1,272,298",288,"30844069,96"
ICD,20.04.2026,"121,389,408",212,"41327387,97"
