fund_code,price_date,unit_price,investor_count,total_fund_value
KTV,24.04.2026,"6,844,071",45598,"26822343998,36"
KU3,24.04.2026,"1,000,854",681,"50066995,46"
KUA,24.04.2026,"1,394,353",2207,"158286709,26"
KUB,24.04.2026,"691,484",4131,"327753090,02"
KUD,24.04.2026,"1,519,125",973,"68329483,39"
KUP,24.04.2026,"46,739,361",132,"1641512967,47"
KUT,24.04.2026,"12,781,352",46491,"9839348718,56"
KVA,24.04.2026,"1,558,132",1,"571945004,78"
KVK,24.04.2026,"1,147,314",151,"487975046,92"
KVR,24.04.2026,"1,141,429",43,"147082330,38"
KVS,24.04.2026,"3,337,185",2386,"17285783857,11"
KVT,24.04.2026,"137,099",2984,"124596946,16"
KYA,24.04.2026,"1,269,906",1943,"82507104,63"
KYR,24.04.2026,"820,329",11,"522503680,11"
KYS,24.04.2026,"50,166,337",4,"10279082,53"
KZL,24.04.2026,"28,671,352",69219,"87274939922,81"
KZO,24.04.2026,"1,986,733",3,"1029234958,89"
KZU,24.04.2026,"2,421,728",6533,"509710926,24"
LAI,24.04.2026,"183,639",11,"94930,35"
LET,24.04.2026,"52,045,365",2,"705857455,56"
LFD,24.04.2026,"8,295,681",1,"2361181323,95"
LGK,24.04.2026,"1,263,707",1,"1473537031,48"
LGO,24.04.2026,"6,100,866",12,"333251948,56"
LHM,24.04.2026,"76,962,836",4,"725485628,21"
LHP,24.04.2026,"53,281,668",103,"92607961,64"
LKT,24.04.2026,"1,662,648",279,"93559177,99"
LLA,24.04.2026,"1,351,465",1027,"53558042,83"
LPH,24.04.2026,"1,262,714",850,"663644378,23"
LRT,24.04.2026,"3,258,827",11,"755009105,32"
LTC,24.04.2026,"1,444,694",397,"201486828,02"
LTS,24.04.2026,"404,988",14,"1564610751,24"
LZV,24.04.2026,"9,538,987",2,"108487610,26"
MAC,24.04.2026,"765,698",38785,"4836141892,16"
MAD,24.04.2026,"1,027,837",399,"23871575,62"
MAS,24.04.2026,"13,143,803",89,"912978628,61"
MAV,24.04.2026,"5,539,826",1,"875215777,67"
MBL,24.04.2026,"254,741",223,"21215223,43"
MBR,24.04.2026,"1,508,153",224,"123303741,35"
MCU,24.04.2026,"1,239,241",159,"24978871,62"
MD1,24.04.2026,"1,986,548",621,"64976994,64"
MD2,24.04.2026,"1,892,338",729,"171199517,56"
MDF,24.04.2026,"1,285,503",1418,"836569435,45"
MET,24.04.2026,"53,343",6901,"705881055,03"
MGB,24.04.2026,"1,390,244",559,"72085042,42"
MGD,24.04.2026,"860,143",1,"578102735,50"
MGE,24.04.2026,"8,944,435",69,"5097504998,10"
MGH,24.04.2026,"2,031,267",865,"639817015,89"
MHF,24.04.2026,"1,970,023",1382,"75111141,15"
MIK,24.04.2026,"3,318,809",12,"1062121,74"
MJB,24.04.2026,"7,281,652",829,"64563254,41"
MJE,24.04.2026,"54,601,549",941,"6538443143,26"
MJG,24.04.2026,"12,199,027",8689,"1209322148,80"
MJH,24.04.2026,"4,528,624",18,"41728087,88"
MJK,24.04.2026,"36,024,742",490,"2277538640,26"
MJL,24.04.2026,"57,726,957",633,"900725135,30"
MKA,24.04.2026,"1,331,112",1873,"102253470,97"
MKG,24.04.2026,"17,827,972",9301,"1631369622,46"
MKL,24.04.2026,"58,236,646",1,"751579848,10"
MLS,24.04.2026,"16,526,331",4,"1235538790,04"
MLT,24.04.2026,"134,048",150,"39862998,54"
MMH,24.04.2026,"16,734,041",1604,"181439377,05"
MOD,24.04.2026,"56,362,394",2,"703362432,62"
MOZ,24.04.2026,"1,173,304",140,"271023020,84"
MP2,24.04.2026,"1,827,205",13,"4844476243,70"
MP4,24.04.2026,"2,630,191",15,"5162203068,91"
MPD,24.04.2026,"5,629,624",787,"3970676576,21"
MPE,24.04.2026,"127,596",86,"89680372,01"
MPF,24.04.2026,"7,378,665",1939,"1490115667,39"
MPI,24.04.2026,"2,742,245",22,"80082125,49"
MPK,24.04.2026,"8,773,882",1474,"279487126,06"
MPL,24.04.2026,"1,818,165",1440,"2125596839,12"
MPN,24.04.2026,"57,573",330,"364959275,58"
MPP,24.04.2026,"22,256,219",1802,"619311884,82"
MPS,24.04.2026,"23,770,475",2664,"161822815,89"
MRI,24.04.2026,"1,287,521",141,"14577965,05"
MSK,24.04.2026,"348,279",1,"1044555646,31"
MSO,24.04.2026,"54,530,434",1,"531419799,84"
MSR,24.04.2026,"2,016,912",16,"37137683,01"
MT1,24.04.2026,"42,528,685",21,"34160187,80"
MT2,24.04.2026,"1,218,811",4755,"10950080746,06"
MT5,24.04.2026,"1,321,519",18,"488636307,65"
MT6,24.04.2026,"2,067,515",13,"991803294,05"
MT7,24.04.2026,"666,201",15,"86949148,63"
MT8,24.04.2026,"1,794,146",16,"2725855395,02"
MT9,24.04.2026,"66,954",17,"7504674124,37"
MTD,24.04.2026,"1,371,305",1974,"186095004,72"
MTE,24.04.2026,"4,824,726",17,"591130344,94"
MTF,24.04.2026,"1,278,299",41,"63420911,90"
MTG,24.04.2026,"1,457,189",145,"38561161,66"
MTH,24.04.2026,"1,902,317",4979,"756585669,91"
MTI,24.04.2026,"17,243",2,"2062264,12"
MTK,24.04.2026,"1,499,039",499,"49610027,08"
MTL,24.04.2026,"3,067,541",14,"8034276457,73"
MTS,24.04.2026,"2,694,336",762,"94702151,37"
MTU,24.04.2026,"121,498",18,"1200497,45"
MTV,24.04.2026,"4,864,413",12987,"128586346,13"
MTX,24.04.2026,"4,670,372",2270,"103205827,01"
MUL,24.04.2026,"17,875",13,"9229144,89"
MUT,24.04.2026,"1,743,279",1778,"928273809,47"
NAK,24.04.2026,"1,097,692",181,"141871525,20"
NAL,24.04.2026,"1,837,901",23,"1383891185,00"
NAU,24.04.2026,"3,219,272",12537,"3073861700,91"
NBE,24.04.2026,"1,587,336",11,"1001740054,18"
NBH,24.04.2026,"5,866,518",146,"1022754265,37"
NBO,24.04.2026,"1,327,607",411,"1560598827,23"
NBZ,24.04.2026,"67,093,662",285,"1350740735,43"
NCS,24.04.2026,"53,201,434",1852,"7769221293,51"
NCU,24.04.2026,"56,354,049",12,"136477391,21"
NDL,24.04.2026,"2,068,026",1,"11661833,15"
NDS,24.04.2026,"855,444",12,"514932920,76"
NES,24.04.2026,"202,685",2,"2024832125,85"
NFF,24.04.2026,"120,715",50,"1803753163,04"
NFH,24.04.2026,"2,063,029",51,"124761124,13"
NFK,24.04.2026,"4,613,485",97,"1516279639,39"
NHP,24.04.2026,"5,311,923",170,"11933953,03"
NHT,24.04.2026,"59,481,944",2,"589773942,97"
NHV,24.04.2026,"4,096,515",2,"7549693504,36"
NHY,24.04.2026,"5,505,738",2499,"169414439,42"
NIG,24.04.2026,"1,003,122",12,"253611446,50"
NIS,24.04.2026,"1,513,879",25,"947427712,17"
NJF,24.04.2026,"12,587,051",1757,"1322301228,05"
NJG,24.04.2026,"2,696,852",15,"66100379,80"
NJR,24.04.2026,"5,072,912",2828,"1258188887,09"
NJY,24.04.2026,"6,639,978",1352,"294586927,96"
NKA,24.04.2026,"46,026,401",15,"156832199,40"
NKC,24.04.2026,"1,260,167",1308,"492121144,57"
NKH,24.04.2026,"1,537,217",12,"142752029,27"
NKJ,24.04.2026,"14,994,283",1,"1538989850,03"
NKK,24.04.2026,"7,807,169",11,"1490431369,08"
NKL,24.04.2026,"3,118,473",2579,"17094510992,28"
NKM,24.04.2026,"1,000,353",574,"51973515,63"
NKP,24.04.2026,"1,164,679",3161,"166856488,90"
NKS,24.04.2026,"1,801,762",11,"24323971,74"
NKT,24.04.2026,"1,340,213",420,"55160037,47"
NKV,24.04.2026,"2,034,296",1,"13187763725,83"
NLC,24.04.2026,"47,335,643",14,"141056523,14"
NLD,24.04.2026,"50,530,386",1,"1323988742,66"
NLE,24.04.2026,"1,433,729",11604,"412442238,25"
NLK,24.04.2026,"1,652,665",1155,"5091396372,74"
NLL,24.04.2026,"3,776,323",23,"1530145261,46"
NME,24.04.2026,"54,530,415",64,"71802378,31"
NMG,24.04.2026,"11,975,243",10,"2704153208,26"
NMU,24.04.2026,"1,097,062",52,"28002689,48"
NNF,24.04.2026,"22,372,709",22385,"3129975574,44"
NOA,24.04.2026,"1,438,167",11,"547399408,99"
NOI,24.04.2026,"1,295,543",13,"904889422,88"
NOV,24.04.2026,"58,299,013",1,"823294515,47"
NP1,24.04.2026,"4,770,292",166,"1427055710,25"
NPH,24.04.2026,"1,709,976",1008,"289177862,58"
NPK,24.04.2026,"1,475,558",1,"875052420,32"
NRC,24.04.2026,"11,333,841",4178,"243290779,49"
NRG,24.04.2026,"4,911,015",3815,"6447528635,09"
NRM,24.04.2026,"136,101,086",12,"352347609,00"
NSA,24.04.2026,"2,243,469",303,"1445902513,92"
NSD,24.04.2026,"59,840,039",136,"13437904847,55"
NSH,24.04.2026,"1,937,665",1464,"1411496659,23"
NSK,24.04.2026,"5,934,523",105,"376357418,24"
NSP,24.04.2026,"1,624,752",2660,"1590872964,12"
NSS,24.04.2026,"59,181,795",1,"1018063463,37"
NST,24.04.2026,"121,081",4447,"85417290,68"
NSY,24.04.2026,"1,302,233",76,"1107803361,57"
NTB,24.04.2026,"5,713,199",1,"3147768270,43"
NTD,24.04.2026,"438,065",1,"593763956,58"
NTF,24.04.2026,"2,788,532",10,"228840202,02"
NTI,24.04.2026,"1,316,374",573,"126540294,69"
NTO,24.04.2026,"60,674,772",1,"3285203131,97"
NTS,24.04.2026,"2,717,163",33,"200162374,47"
NUB,24.04.2026,"56,369,557",874,"1982967952,45"
NUG,24.04.2026,"45,732,965",11,"3048401597,60"
NUH,24.04.2026,"1,232,409",879,"89252991,70"
NVB,24.04.2026,"4,255,124",5261,"5779952133,94"
NVC,24.04.2026,"4,559,022",103,"11915228,28"
NVK,24.04.2026,"43,387,608",18,"38745350,86"
NVP,24.04.2026,"63,581,394",1,"56974905,53"
NVT,24.04.2026,"4,118,974",74,"607474479,01"
NVZ,24.04.2026,"54,478,463",310,"676900839,44"
NYH,24.04.2026,"57,567,484",1,"989575496,78"
NZH,24.04.2026,"3,195,993",292,"240739350,21"
NZT,24.04.2026,"5,350,291",458,"6251975222,82"
NZU,24.04.2026,"4,725,517",38,"51523067,83"
OAB,24.04.2026,"71,405,611",3,"627200754,39"
OBI,24.04.2026,"2,826,919",510,"273863159,84"
OBN,24.04.2026,"54,296,668",137,"156893263,06"
OBP,24.04.2026,"189,351",866,"35327026,46"
OBR,24.04.2026,"50,005,486",11469,"47827589604,96"
OCM,24.04.2026,"64,112,878",2,"468057800,31"
OCN,24.04.2026,"46,921,396",4,"109829146,48"
OCT,24.04.2026,"68,280,462",5,"440040537,00"
ODD,24.04.2026,"10,041,369",34,"428119345,27"
ODG,24.04.2026,"1,036,584",27,"26946470,77"
ODN,24.04.2026,"525,729",172,"165849938,58"
ODP,24.04.2026,"6,025,308",122,"217419793,50"
ODS,24.04.2026,"65,822,865",131,"123297285,28"
ODV,24.04.2026,"19,510,815",4306,"1703414940,32"
OFA,24.04.2026,"54,412,917",145,"243454218,50"
OFB,24.04.2026,"10,011,926",13,"905429803,03"
OFI,24.04.2026,"3,817,475",729,"151112583,62"
OFK,24.04.2026,"48,386,355",291,"1117127660,38"
OFO,24.04.2026,"6,439,396",1,"2022859224,39"
OFS,24.04.2026,"7,829,799",508,"183246338,11"
OGD,24.04.2026,"11,873,477",3412,"835195032,29"
OGF,24.04.2026,"8,307,806",444,"125740474,18"
OGV,24.04.2026,"66,845,111",1,"305659296,22"
OHB,24.04.2026,"23,780,539",1159,"1506346132,37"
OHI,24.04.2026,"24,258",46,"62608672,58"
OHK,24.04.2026,"2,589,982",1161,"27859496,65"
OIL,24.04.2026,"3,949,074",685,"45867521,88"
OIR,24.04.2026,"4,667,153",269,"26587819,34"
OIS,24.04.2026,"3,142,748",2,"599145760,48"
OJB,24.04.2026,"49,401,021",7476,"28736878419,15"
OJH,24.04.2026,"9,737,884",30,"27661354,39"
OJK,24.04.2026,"1,356,943",30650,"51240408043,08"
OJT,24.04.2026,"10,755,445",11144,"3245279991,73"
OJU,24.04.2026,"63,516,213",2,"53814301,93"
OJY,24.04.2026,"74,007,434",6,"2715207750,19"
OKD,24.04.2026,"573,716",1069,"88986020,91"
OKF,24.04.2026,"4,179,437",12,"7410034003,37"
OKP,24.04.2026,"5,720,028",450,"73214153,06"
OKT,24.04.2026,"144,478",869,"109258965,08"
OLA,24.04.2026,"51,600,982",33,"19728035,32"
OLD,24.04.2026,"3,115,451",6019,"154748375,84"
OLE,24.04.2026,"4,455,831",508,"304067279,13"
OMB,24.04.2026,"59,204,373",3,"182150898,40"
OMC,24.04.2026,"67,102,651",2,"391160410,68"
OME,24.04.2026,"22,665,385",69,"77425294,12"
OMG,24.04.2026,"173,567",696,"1246228398,66"
ONB,24.04.2026,"48,562,585",583,"5725564319,55"
OND,24.04.2026,"44,877,357",636,"3315987944,51"
ONE,24.04.2026,"1,492,906",786,"40483178,81"
ONF,24.04.2026,"61,190,273",615,"2527601615,70"
ONK,24.04.2026,"56,745,224",22334,"74668866816,15"
ONN,24.04.2026,"5,725,665",826,"1751283123,34"
ONS,24.04.2026,"50,114,423",23162,"153682769503,18"
ONT,24.04.2026,"49,016,306",421,"5635106602,92"
ONY,24.04.2026,"61,854,551",746,"2209753649,38"
OPB,24.04.2026,"12,365,084",436,"46726328,19"
OPD,24.04.2026,"7,548,926",21,"60059719,50"
OPF,24.04.2026,"2,742,757",949,"295305119,84"
OPH,24.04.2026,"24,507,535",2723,"818935614,65"
OPI,24.04.2026,"23,590,633",1489,"231698679,59"
OPJ,24.04.2026,"1,489,523",2425,"947362495,65"
OPL,24.04.2026,"9,298,326",987,"103871619,58"
OPZ,24.04.2026,"5,213,744",1,"652536472,50"
ORC,24.04.2026,"144,387",47,"1153476024,51"
ORI,24.04.2026,"56,484,786",5,"1551953946,84"
OSD,24.04.2026,"12,501,151",947,"597886317,03"
OSF,24.04.2026,"98,109,347",17,"5776265490,72"
OSH,24.04.2026,"520,601",17,"58722867,90"
OSL,24.04.2026,"137,711",4384,"1157857063,62"
OSN,24.04.2026,"1,413,682",122,"41010262,43"
OTE,24.04.2026,"62,504,252",2,"189109365,25"
OTF,24.04.2026,"6,157,919",1830,"725113812,90"
OTJ,24.04.2026,"7,678,504",27374,"4001621035,61"
OTK,24.04.2026,"74,815",62,"3920896,83"
OTM,24.04.2026,"1,332,298",103,"14188223,41"
OTZ,24.04.2026,"65,423,548",4,"292587649,27"
OUB,24.04.2026,"6,204,629",14,"775335032,43"
OUD,24.04.2026,"6,210,577",128,"125765612,69"
OUN,24.04.2026,"50,175,185",210,"177169431,33"
OUR,24.04.2026,"78,444,247",11,"29609330,30"
OUY,24.04.2026,"61,764,076",2,"1572030689,59"
OVD,24.04.2026,"3,186,989",3229,"819127764,34"
OVR,24.04.2026,"65,338,155",1,"466053991,25"
OVT,24.04.2026,"76,508,248",1,"719842003,20"
OYL,24.04.2026,"142,824",9111,"3604704104,55"
OYS,24.04.2026,"8,983,071",11,"16346726508,80"
OYT,24.04.2026,"121,246",74,"1850176256,18"
OZC,24.04.2026,"2,850,516",1,"1032229534,12"
P1A,24.04.2026,"1,328,297",293,"950913360,94"
PAB,24.04.2026,"1,233,303",415,"80392588,81"
PAC,24.04.2026,"332,224",1,"851381345,10"
PAF,24.04.2026,"3,631,212",4088,"367790313,08"
PAI,24.04.2026,"6,265,901",715,"880325241,87"
PAL,24.04.2026,"52,814,857",33063,"167272962968,58"
PAO,24.04.2026,"1,367,685",357,"13682550,93"
PAU,24.04.2026,"62,876,626",3841,"10515672026,42"
PBE,24.04.2026,"384,517",11,"35463917,64"
PBF,24.04.2026,"1,852,657",2,"2523749340,40"
PBH,24.04.2026,"1,473,751",12,"3518919564,45"
PBI,24.04.2026,"2,032,962",315,"97591000,05"
PBK,24.04.2026,"54,863,313",142,"134483915,08"
PBN,24.04.2026,"1,363,485",961,"492900241,84"
PBR,24.04.2026,"3,767,848",32425,"12917381002,60"
PBS,24.04.2026,"64,536,359",22,"355619213,87"
PBY,24.04.2026,"2,804,957",56,"214589704,12"
PCE,24.04.2026,"1,153,769",209,"222150804,18"
PCH,24.04.2026,"3,532,175",57,"863464651,64"
PCN,24.04.2026,"60,546,502",13,"521496045,36"
PCS,24.04.2026,"4,108,951",39,"34267554160,42"
PDC,24.04.2026,"648,684",13,"952375352,28"
PDD,24.04.2026,"535,601",197,"966898658,31"
PDE,24.04.2026,"1,210,536",13,"12457373227,29"
PDF,24.04.2026,"56,004,831",62,"461111517,98"
PDG,24.04.2026,"169,928",12,"839618356,97"
PDH,24.04.2026,"16,476,295",79,"5531545545,08"
PDS,24.04.2026,"284,271",43,"694909972,10"
PEA,24.04.2026,"1,499,531",97,"74914180,46"
PFO,24.04.2026,"2,245,878",326,"76913500,18"
PFS,24.04.2026,"2,664,707",106,"22430763,51"
PGD,24.04.2026,"1,573,908",101,"140280616,11"
PGE,24.04.2026,"13,159,067",46,"5314057741,66"
PGH,24.04.2026,"6,891,977",12,"9142867896,39"
PGS,24.04.2026,"1,231,428",539,"197409011,04"
PHB,24.04.2026,"1,451,114",13,"558129198,81"
PHE,24.04.2026,"282,182",87891,"35833877736,48"
PHF,24.04.2026,"917,671",12,"269810566,34"
PHI,24.04.2026,"1,497,458",123,"68431983,85"
PHK,24.04.2026,"145,327",214,"73418981,34"
PHN,24.04.2026,"532,138,076",15,"13083684734,95"
PHS,24.04.2026,"4,153,055",20,"374223817,87"
PHY,24.04.2026,"812,002",46,"1118227952,12"
PID,24.04.2026,"1,677,982",92,"51906609,92"
PIL,24.04.2026,"3,962,441",8222,"524451530,65"
PIP,24.04.2026,"148,258",470,"42110546488,58"
PIR,24.04.2026,"1,719,979",1301,"214114579,83"
PIS,24.04.2026,"1,266,879",293,"1591498754,79"
PJL,24.04.2026,"4,588,056",3247,"1507725269,85"
PJP,24.04.2026,"46,242,648",15,"369616562,79"
PKD,24.04.2026,"857,507",54,"13941924,81"
PKF,24.04.2026,"4,836,352",1750,"626639791,95"
PKH,24.04.2026,"899,955",11,"98411577,78"
PKL,24.04.2026,"2,219,541",14,"5627389451,87"
PKN,24.04.2026,"1,903,332",15,"251400113,54"
PKP,24.04.2026,"1,106,514",68,"427383973,83"
PKR,24.04.2026,"1,379,232",160,"618253025,99"
PKT,24.04.2026,"1,402,021",684,"9164647330,33"
PKU,24.04.2026,"6,786,522",46,"5727034651,80"
PKV,24.04.2026,"1,780,591",3693,"17572843136,08"
PKZ,24.04.2026,"765,799",13,"48153879571,35"
PLA,24.04.2026,"111,834",114,"2671822,30"
PLR,24.04.2026,"1,468,681",758,"601259942,22"
PLS,24.04.2026,"25,505,804",8,"902359813,54"
PMG,24.04.2026,"1,576,514",1,"1378948233,12"
PMH,24.04.2026,"15,948",44,"15264410,96"
PMP,24.04.2026,"1,204,266",805,"48178850,16"
PNU,24.04.2026,"1,058,095",1223,"6503622803,42"
PO7,24.04.2026,"934,317",44,"2669963201,57"
PO8,24.04.2026,"3,505,515",51,"411118616,23"
PO9,24.04.2026,"855,711",153,"13283112,19"
POB,24.04.2026,"4,797,153",46,"4950999172,95"
POD,24.04.2026,"63,834,848",1423,"4552894189,76"
POF,24.04.2026,"681,654",46,"5962952139,32"
POH,24.04.2026,"1,132,345",4,"1937872322,40"
POI,24.04.2026,"103,801",43,"259939862,65"
POS,24.04.2026,"1,187,056",569,"58657848,37"
POU,24.04.2026,"2,320,185",75,"6552059381,45"
PP1,24.04.2026,"1,677,696",376,"46277350,93"
PPB,24.04.2026,"1,025,512",1861,"411606439,60"
PPD,24.04.2026,"33,371,271",104,"2075826698,90"
PPE,24.04.2026,"58,383,602",75,"772874994,75"
PPF,24.04.2026,"4,579,373",22,"492563488,41"
PPG,24.04.2026,"1,285,086",999,"878025309,33"
PPH,24.04.2026,"1,640,595",3559,"108266663,58"
PPI,24.04.2026,"2,019,908",3140,"7353421510,49"
PPJ,24.04.2026,"1,624,843",6527,"54471677528,91"
PPK,24.04.2026,"1,985,332",2739,"5546136878,82"
PPM,24.04.2026,"1,938,215",215,"291957922,51"
PPN,24.04.2026,"5,066,415",15098,"12453411406,17"
PPO,24.04.2026,"1,578,868",45,"96608941,79"
PPP,24.04.2026,"2,753,371",390,"4358721614,07"
PPS,24.04.2026,"4,183,286",6297,"2106178057,07"
PPT,24.04.2026,"2,850,086",3669,"2007499385,94"
PPU,24.04.2026,"2,177,463",45,"290967053,52"
PPV,24.04.2026,"101,176",28,"103677011,19"
PPZ,24.04.2026,"5,804,361",8034,"13181909281,69"
PRD,24.04.2026,"2,048,067",639,"428756501,31"
PRF,24.04.2026,"5,901,121",2,"161989017,04"
PRH,24.04.2026,"19,292",383,"614052636,12"
PRR,24.04.2026,"1,176,867",117,"430888950,70"
PRU,24.04.2026,"3,148,316",1551,"3012285080,33"
PRV,24.04.2026,"1,184,066",83,"2487940639,89"
PRY,24.04.2026,"2,720,292",37523,"74281569389,06"
PRZ,24.04.2026,"0,00",0,"13368,70"
PSD,24.04.2026,"49,980,901",1,"2547134948,39"
PSE,24.04.2026,"1,613,082",6386,"18897127957,28"
PSG,24.04.2026,"8,843,419",15,"146137851,92"
PSH,24.04.2026,"1,018,425",99,"15457805,63"
PSL,24.04.2026,"7,757,527",53,"703114400,83"
PSO,24.04.2026,"412,153",1,"843376916,89"
PSR,24.04.2026,"6,450,371",46,"162624198,49"
PSS,24.04.2026,"531,058",11,"355728395,36"
PST,24.04.2026,"27,712",51,"340621359,21"
PTC,24.04.2026,"61,173,635",16,"975397529,18"
PTE,24.04.2026,"1,496,015",4657,"42963616310,69"
PTF,24.04.2026,"13,096",385,"1100987926,66"
PTG,24.04.2026,"59,864,829",1,"116676551,75"
PTL,24.04.2026,"164,481",751,"541863684,56"
PTN,24.04.2026,"1,650,715",1084,"768531748,03"
PTO,24.04.2026,"1,440,541",513,"288377014,39"
PTP,24.04.2026,"105,489",166,"21057877,05"
PTS,24.04.2026,"1,408,779",635,"8341872442,13"
PUA,24.04.2026,"9,026,845",1,"4488794286,06"
PUC,24.04.2026,"648,721",797,"1305621802,81"
PUH,24.04.2026,"15,236",26,"353847760,03"
PUR,24.04.2026,"9,192,324",41592,"125877584978,81"
PUT,24.04.2026,"7,358,719",1,"6459390357,47"
PUV,24.04.2026,"53,031,551",1,"1132214757,38"
PUZ,24.04.2026,"9,153,019",2,"147552621,43"
PVK,24.04.2026,"5,121,246",8599,"37917418004,51"
PYB,24.04.2026,"1,647,009",332,"1000664991,34"
PYD,24.04.2026,"720,165",45,"131455884,47"
PYF,24.04.2026,"9,341,188",10,"777161206,11"
PYH,24.04.2026,"7,388,241",11,"5397516536,95"
PYI,24.04.2026,"4,067,355",45,"1533081855,83"
PYL,24.04.2026,"8,694,858",33,"399348525,08"
PYR,24.04.2026,"2,092,165",1795,"156312099,13"
PYS,24.04.2026,"55,312,787",49,"1325936117,53"
RAF,24.04.2026,"3,548,786",12,"187849706,98"
RAI,24.04.2026,"2,027,121",1,"5291530769,91"
RAN,24.04.2026,"54,062,301",1,"1004572381,86"
RAV,24.04.2026,"1,335,878",12,"1037549565,57"
RAY,24.04.2026,"3,643,695",1,"1591541909,40"
RBA,24.04.2026,"22,294,619",6548,"2392016073,91"
RBB,24.04.2026,"1,473,852",44,"41414872,13"
RBE,24.04.2026,"3,761,704",16,"2640293279,05"
RBF,24.04.2026,"1,662,089",90,"26939063,99"
RBH,24.04.2026,"31,222,956",5192,"993957280,57"
RBI,24.04.2026,"53,750,731",129,"196847971,33"
RBK,24.04.2026,"8,040,204",1099,"48362376,66"
RBL,24.04.2026,"1,609,499",849,"380885799,01"
RBN,24.04.2026,"1,500,886",202,"42725782,45"
RBP,24.04.2026,"1,976,054",712,"2526404649,85"
RBR,24.04.2026,"2,858,366",114,"31883016,39"
RBT,24.04.2026,"5,779,689",1791,"611250439,20"
RBV,24.04.2026,"6,125,532",15545,"5746094969,47"
RCL,24.04.2026,"57,074,447",1,"153245517,18"
RCS,24.04.2026,"5,581,019",1,"2562575,05"
RCV,24.04.2026,"1,583,415",90,"117013291,64"
RD1,24.04.2026,"1,744,908",168,"61944223,38"
RDF,24.04.2026,"1,551,609",1195,"210011772,17"
RDH,24.04.2026,"4,220,881",18,"1806926925,21"
RDK,24.04.2026,"1,312,052",2,"608836,67"
RDS,24.04.2026,"0,00",0,"43,81"
RDT,24.04.2026,"984,941",55,"73025527,46"
RDZ,24.04.2026,"46,549,881",115,"614357364,54"
RE7,24.04.2026,"1,076,825",12,"182069290,86"
RE8,24.04.2026,"3,206,345",12,"1216843129,73"
RGD,24.04.2026,"1,029,918",159,"31869554,57"
RGH,24.04.2026,"1,056,898",30,"38906525,02"
RHD,24.04.2026,"1,826,984",12,"141829180,98"
RHI,24.04.2026,"1,567,685",570,"99542501,90"
RHS,24.04.2026,"7,381,376",1795,"802685620,47"
RIA,24.04.2026,"1,249,597",81,"161284597,24"
RIH,24.04.2026,"6,772,231",630,"209757372,95"
RIK,24.04.2026,"5,358,046",6891,"1475638685,76"
RJG,24.04.2026,"3,518,079",652,"136212265,59"
RKC,24.04.2026,"1,569,462",452,"99336509,61"
RKH,24.04.2026,"98,637",87,"8567221,09"
RKL,24.04.2026,"3,040,272",1,"2379323399,62"
RKS,24.04.2026,"1,884,039",133,"125108112,87"
RKV,24.04.2026,"2,300,092",259,"644808865,20"
RLH,24.04.2026,"1,534,545",26,"251210649,76"
RO1,24.04.2026,"1,138,424",25,"178316866,22"
ROD,24.04.2026,"51,825,603",849,"3031017767,02"
ROF,24.04.2026,"320,276",1199,"566050358,00"
ROS,24.04.2026,"0,00",0,"0,93"
ROY,24.04.2026,"1,238,618",11,"137999162,97"
RPC,24.04.2026,"478,568",565,"26958413,37"
RPD,24.04.2026,"13,218,983",2251,"307092416,96"
RPE,24.04.2026,"0,00",0,"2,12"
RPG,24.04.2026,"6,272,299",1685,"1439512084,83"
RPI,24.04.2026,"1,351,035",340,"16287078,61"
RPK,24.04.2026,"59,651,744",5,"116006297,51"
RPL,24.04.2026,"1,539,937",12,"112089705,45"
RPM,24.04.2026,"3,850,828",2890,"65458308,30"
RPN,24.04.2026,"5,085,918",23,"808961673,79"
RPO,24.04.2026,"6,736,646",3,"1636891523,87"
RPP,24.04.2026,"4,369,409",8574,"5953277469,62"
RPS,24.04.2026,"5,993,954",112,"205730184,52"
RPT,24.04.2026,"4,556,481",204,"1118347908,42"
RPU,24.04.2026,"3,253,701",12,"2346358920,53"
RPX,24.04.2026,"58,506,189",147,"1535782066,63"
RRA,24.04.2026,"1,322,953",230,"2859722006,53"
RRP,24.04.2026,"1,454,497",74,"165694425,21"
RS1,24.04.2026,"1,418,025",126,"556361885,63"
RSF,24.04.2026,"3,888,094",13,"989233810,22"
RSK,24.04.2026,"1,594,105",171,"181387464,83"
RSY,24.04.2026,"979,969",11,"144490276,48"
RSZ,24.04.2026,"5,821,182",25,"1286690389,75"
RTA,24.04.2026,"1,786,204",15,"3280398022,32"
RTB,24.04.2026,"2,377,198",11,"349834563,90"
RTD,24.04.2026,"171,805",223,"21000657,38"
RTG,24.04.2026,"4,879,819",4093,"176600503,61"
RTH,24.04.2026,"6,212,421",327,"31873324,74"
RTI,24.04.2026,"2,985,451",51,"28602468779,03"
RTP,24.04.2026,"12,116,033",2335,"479068054,73"
RUH,24.04.2026,"2,536,964",17,"87507877,11"
RUT,24.04.2026,"2,134,636",3829,"119711975,79"
RVI,24.04.2026,"1,303,435",11,"19576352,13"
RVS,24.04.2026,"2,658,582",20,"4131605789,54"
RYA,24.04.2026,"1,180,405",1,"354861183,13"
RYB,24.04.2026,"46,352,882",11,"4636910,53"
RYD,24.04.2026,"1,427,551",13,"315453116,83"
RYF,24.04.2026,"15,650,172",32,"495172802,74"
