fund_code,fund_name,isin,type_code,annual_management_fee_rate
DDF,DENİZ PORTFÖY DİNAMO HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),TRYDNZP00199,108,0.600
DFI,ATLAS PORTFOY SERBEST FON - TRYATLP00143,TRYATLP00143,108,2.000
DOH,TERA PORTFOY DORDUNCU HISSE SENEDI SERBEST (TL) FON (HISSE SENEDI YOGUN FON) - TRYTRPY00165,TRYTRPY00165,108,0.000
GO9,ONE PORTFÖY BİRİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRYGRIP00181,104,3.000
HGV,HEDEF PORTFOY BIRINCI SERBEST FON  - TRYHDFP00284,TRYHDFP00284,108,2.000
HKM,HEDEF PORTFOY BASAK HISSE SENEDI SERBEST (TL) FON (HISSE SENEDI YOGUN FON) - TRYHDFP00482,TRYHDFP00482,108,3.000
HRZ,AKTİF PORTFÖY BIST HALKA ARZ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYMKFT00463,104,2.000
IVY,ISTANBUL PORTFOY BLOCKCHAIN TEKNOLOJILERI KARMA FON - TRYISTP00281,TRYISTP00281,101,2.500
KHA,PARDUS PORTFOY YONETIMI AS IKINCI HISSE SENEDI (TL) FONU (HISSE SENEDI YOGUN FON) - TRYA1PY00305,TRYA1PY00305,104,1.500
KHJ,ATLAS PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRYATLP00283,104,2.000
MTH,MT PORTFOY BIRINCI HISSE SENEDI FONU (HISSE SENEDI YOGUN FON) - TRYMTPY00026,TRYMTPY00026,104,2.730
OMG,AZİMUT PORTFÖY İKİNCİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRYAZIM01398,104,3.203
PBN,PIRAMIT PORTFOY BIRINCI HISSE SENEDI SERBEST FON (HISSE SENEDI YOGUN FON) - TRYPRMT00095,TRYPRMT00095,108,2.100
PBR,PUSULA PORTFOY BIRINCI DEGISKEN FON - TRYPSLP00036,TRYPSLP00036,101,1.750
PHE,PUSULA PORTFOY HISSE SENEDI FONU (HISSE SENEDI YOGUN FON) - TRYPSLP00010,TRYPSLP00010,104,2.500
PMP,PARDUS PORTFOY MODEL PORTFOY HISSE SENEDI SERBEST FON (HISSE SENEDI YOGUN FON) - TRYA1PY00644,TRYA1PY00644,108,2.000
POS,PARDUS PORTFOY YONETIMI AS ONBESINCI HISSE SENEDI SERBET (TL) FON (HISSE SENEDI YOGUN FON) - TRYA1PY,TRYA1PY00487,108,2.000
SBH,SPARTA PORTFOY BIRINCI HISSE SENEDI SERBEST (TL) FON (HISSE SENEDI YOGUN FON) - TRYSPRT00019,TRYSPRT00019,108,3.150
THF,TERA PORTFOY HISSE SENEDI (TL) FONU (HISSE SENEDI YOGUN FON) - TRYTRPY00140,TRYTRPY00140,104,0.000
TLY,TERA PORTFOY YONETIMI AS BIRINCI SERBEST FON - TRYTRPY00025,TRYTRPY00025,108,0.000
VPS,VEGA PORTFOY SALUR HISSE SENEDI SERBEST (TL) FON (HISSE SENEDI YOGUN FON)  - TRYVEGA00036,TRYVEGA00036,108,3.675
DDA,DENİZ PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TRYDNZP00397,108,2.000
PTL,TEB PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,TRYTEBP00534,107,0.000
AAK,ATA PORTFÖY ÇOKLU VARLIK DEĞİŞKEN FON,TRMAF1WWWWW4,101,1.500
AAS,ATA PORTFÖY FON SEPETİ SERBEST FONU,TRYATAM00028,108,0.750
AAV,ATA PORTFÖY İKİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYATAM00069,104,2.250
FRC,FONMAP PORTFOY BIRINCI HISSE SENEDI SERBEST FON (HISSE SENEDI YOGUN FON) - TRYFNVP00086,TRYFNVP00086,108,2.000
AC1,PARDUS PORTFÖY KISA VADELİ KATILIM SERBEST FONU,TRYA1PY00073,108,1.000
DBA,DENİZ PORTFÖY ALTIN FONU,TRYDZBK00070,105,2.000
AC5,PARDUS PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),TRYA1PY00065,108,1.500
AC6,PARDUS PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,TRYA1PY00107,108,2.500
ACC,İSTANBUL PORTFÖY DÖRDÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN),TRYACTU00027,104,2.560
ACD,İSTANBUL PORTFÖY İKİNCİ DEĞİŞKEN FON,TRMACDWWWWW8,101,2.100
ACU,İSTANBUL PORTFÖY URARTU SERBEST (DÖVİZ) FON,TRYACTU00084,108,1.095
ADE,AK PORTFÖY MUTLAK GETİRİ HEDEFLİ DEĞİŞKEN FON,TRMADEWWWWW4,101,2.000
CKF,ALBARAKA PORTFÖY ÇOKLU VARLIK KATILIM FONU,TRYAPYS00650,114,
AED,ATA PORTFÖY BİRİNCİ DEĞİŞKEN FON,TRYATAM00010,101,1.750
AES,AK PORTFÖY PETROL YABANCI BYF FON SEPETİ FONU,TRYAKBK00441,102,2.900
AEV,ALLBATROSS PORTFÖY SANAYİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYALBT00127,104,3.000
AFA,AK PORTFÖY  AMERİKA YABANCI HİSSE SENEDİ FONU,TRYAKBK00458,104,2.900
ADP,AK PORTFÖY BIST BANKA ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRMADFWWWWW1,104,2.000
AFO,AK PORTFÖY ALTIN FONU,TRYAKBK00052,105,2.040
AFS,AK PORTFÖY SAĞLIK SEKTÖRÜ YABANCI HİSSE SENEDİ FONU,TRYAKBK00482,104,2.900
AFT,AK PORTFÖY YENİ TEKNOLOJİLER YABANCI HİSSE SENEDİ FONU,TRYAKBK00144,104,2.900
AFV,AK PORTFÖY YÖNETİMİ HİS.SEN.ŞEM.FONA BAĞLI AVRUPA YABANCI HİSSE SENEDİ FONU - TRYAKBK00466,TRYAKBK00466,104,2.900
AGC,AK PORTFÖY İKİNCİ DEĞİŞKEN FON,TRYAKPO00468,101,1.500
GBL,AZİMUT PYŞ KISA VADELİ BORÇLANMA ARAÇLARI FONU,TRMGBLWWWWW0,100,2.400
AHI,ATLAS PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN),TRYATLP00028,104,2.900
AHN,ATLAS PORTFÖY SERBEST(DÖVİZ)FON,TRYATLP00044,108,1.500
AHU,ATLAS PORTFÖY BİRİNCİ ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,TRYATLP00051,100,1.400
AHV,AZİMUT PORTFÖY DENGELİ FON SEPETİ FONU,TRYAZIM00135,102,2.000
AIS,AK PORTFÖY PARA PİYASASI KATILIM FONU,TRYAKBK00847,114,0.390
AJ1,A1 CAPİTAL PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TRYA1PS00026,108,3.000
AJK,AK PORTFÖY 0-5 YIL VADELİ SERBEST (DÖVİZ) FON,TRYAKPO00385,108,0.900
AK2,AK PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,TRMAK2WWWWW5,100,2.000
GZE,GARANTİ PORTFÖY EMTİA SERBEST FON,TRYGAPO00631,108,3.000
AKE,AK PORTFÖY EUROBOND (AMERİKAN DOLARI) BORÇLANMA ARAÇLARI FONU,TRYAKBK00318,100,2.900
ALC,AK PORTFÖY KAR PAYI ÖDEYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYAKBK00946,104,2.950
AK3,AK PORTFOY HISSE SENEDI (TL) FONU (HISSE SENEDI YOGUN FON) - TRMAK3WWWWW3,TRMAK3WWWWW3,104,3.400
AKU,AK PORTFÖY BIST 30 ENDEKSİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRMAKUWWWWW5,104,2.000
AN1,STRATEJİ PORTFÖY BİRİNCİ DEĞİŞKEN FON,TRMAN1WWWWW4,101,3.000
ANZ,ATA PORTFÖY DÖRDÜNCÜ SERBEST (DÖVİZ) FON,TRYATAP00039,108,0.750
AOJ,ALLBATROSS PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),TRYALBT00135,108,1.000
AOY,AK PORTFÖY ALTERNATİF ENERJİ YABANCI HİSSE SENEDİ FONU,TRYAKBK00029,104,2.900
AP5,ATLAS PORTFÖY BEŞİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TRYATLP00465,108,1.000
AP7,PARDUS PORTFÖY ALGO ETNA İSTATİSTİKSEL ARBİTRAJ SERBEST FON,TRYA1PY00297,108,4.500
APJ,AK PORTFÖY BIST ŞİRKETLERİ FON SEPETİ FONU,TRYAKPO00351,102,1.700
APT,AK PORTFÖY ORTA VADELI BORÇLANMA ARAÇLARI FONU,TRYAKBK00060,100,2.000
ARE,İSTANBUL PORTFÖY YABANCI HİSSE SENEDİ FONU,TRYGRAN00498,104,2.500
ARL,AK PORTFÖY BİRİNCİ FON SEPETİ FONU,TRYAKPO00062,102,1.950
ARM,AK PORTFÖY İKİNCİ FON SEPETİ FONU,TRYAKPO00054,102,1.950
AS1,ALLBATROSS PORTFÖY BİRİNCİ SERBEST (DÖVİZ) FON,TRYALBT00176,108,0.250
ASJ,AKTİF PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYMKFT00273,104,2.750
AU1,A1 CAPİTAL PORTFÖY ALTIN FONU,TRYA1PS00083,105,1.400
AUT,ATA PORTFÖY DENGELİ DEĞİŞKEN FON,TRYATAM00044,101,1.250
AUV,AK PORTFÖY UZUN VADELİ SERBEST (DÖVİZ) FON,TRYAKPO01748,108,1.500
AYA,ATA PORTFÖY KAR PAYI ÖDEYEN HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRMAATWWWWW8,104,2.500
AYR,AK PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI (TL) FONU,TRYAKBK00722,100,2.500
BAG,BULLS PORTFÖY ATAK DEĞIŞKEN FON,TRYBLLS00258,101,2.500
BBF,PARDUS PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI (TL) FONU,TRYA1PY00222,100,1.500
BBP,ALLBATROSS PORTFÖY BİRİNCİ BORÇLANMA ARAÇLARI FONU,TRYALBT00374,100,1.750
BBS,BULLS PORTFOY BIRINCI SERBEST (TL) FON - TRYBLLS00076,TRYBLLS00076,108,2.750
BCK,DENİZ PORTFÖY BLOCKCHAİN VE FINTECH TEKNOLOJİLERİ DEĞİŞKEN FON,TRYDNZP01528,101,2.500
BCO,BULLS PORTFÖY ÇOKLU VARLIK KATILIM FONU,TRYBLLS00050,114,2.250
BDA,YAPI KREDİ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ-AVRO) FON,TRYYAPO01111,108,0.500
BDS,PARDUS PORTFOY BIST 30 DISI SIRKETLER HISSE SENEDI (TL) FONU (HISSE SENEDI YOGUN FON) - TRYA1PY00396,TRYA1PY00396,104,1.000
BDY,AK PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYAKPO01698,104,3.300
BFE,ALLBATROSS PORTFÖY BİRİNCİ FON SEPETİ FONU,TRYALBT00408,102,2.000
BFS,BULLS PORTFÖY EMTİA FON SEPETİ FONU,TRYBLLS00035,102,2.500
BFT,AZIMUT PORTFOY BANKA VE FINANS SEKTORU HISSE SENEDI FONU (HISSE SENEDI YOGUN FON) - TRYAZIM01448,TRYAZIM01448,104,2.350
BGP,AK PORTFÖY ÜÇÜNCÜ PARA PİYASASI (TL) FONU,TRYAKPO00625,107,0.490
BHA,BULLS PORTFÖY HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYBLLS00019,104,2.750
BHF,PARDUS PORTFÖY BİRİNCİ DEĞİŞKEN FON,TRYA1PY00214,101,2.000
BPZ,BULLS PORTFÖY PARA PİYASASI (TL) FONU,TRYBLLS00043,107,0.750
BHI,BV PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),TRYBVPY00058,108,3.150
BHL,İŞ PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TRYISPO01520,108,3.200
BID,QNB PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYFIPO00578,104,3.000
BIG,YAPI KREDİ PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRYYAPO00899,104,3.000
BIO,İŞ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYISPO01322,104,2.000
BIP,İSTANBUL PORTFÖY BİRİNCİ PARA PİYASASI SERBEST (TL) FON,TRYISTP00778,108,1.575
BIS,BV PORTFÖY BİRİNCİ SERBEST FON,TRYBVPY00066,108,3.150
BIY,AZİMUT PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRYAZIM01778,104,3.200
BJD,AZİMUT PORTFÖY 13.0 SERBEST (DÖVİZ) FON,TRYAZIM00499,108,0.500
BKY,YAPI KREDİ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON,TRYYAPO01129,108,1.000
RJG,RE-PIE PORTFÖY ALTIN KATILIM FONU,TRYRGGS00668,114,0.950
BIH,PARDUS PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYA1PY00198,104,2.000
TRO,TRIVE PORTFÖY ALTIN FONU,TRYKIGP00095,105,1.825
BLD,DENİZ PORTFÖY BALEV EĞİTİME DESTEK SERBEST FON,TRYDNZP01577,108,2.000
BLT,BULLS PORTFOY ALTIN FONU - TRYBLLS00027,TRYBLLS00027,105,1.500
BMU,BULLS PORTFÖY MUTLAK GETİRİ HEDEFLİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TRYBLLS00100,108,1.000
BNC,AK PORTFÖY BEŞİNCİ SERBEST FON,TRYAKPO01599,108,0.150
BNH,İSTANBUL PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),TRYISTP00760,108,2.625
BOL,AKTİF PORTFÖY BORÇLANMA ARAÇLARI FONU,TRYMKFT00489,100,1.500
BON,A1 CAPİTAL PORTFÖY BORÇLANMA ARAÇLARI FONU,TRYA1PS00059,100,1.900
BOS,BULLS PORTFÖY ALTINCI HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TRYBLLS00191,108,3.000
BRC,RE-PIE PORTFÖY BİRİNCİ İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TRYRGGS01112,108,0.000
BRF,DENİZ PORTFÖY BİRİNCİ FON SEPETİ FONU,TRYDNZP01627,102,2.500
BRR,AK PORTFÖY İKİNCİ KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,TRYAKPO01839,100,1.500
BRT,PARDUS PORTFOY BEREKET HISSE SENEDI SERBEST FON (HISSE SENEDI YOGUN FON) - TRYA1PY00636,TRYA1PY00636,108,2.000
BS1,AHLATCI PORTFÖY BİRİNCİ SERBEST (TL) FON,TRYAHLP00015,108,0.000
BSD,BV PORTFÖY SERBEST (DÖVİZ) FON,TRYBVPY00249,108,0.500
BSH,ATLAS PORTFÖY BANKACILIK SEKTÖRÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TRYATLP00341,108,2.750
BSM,GLOBAL MD PORTFOY BERRAK SERBEST FON - TRYGMDP00191,TRYGMDP00191,108,2.900
BST,PARDUS PORTFÖY BANKACILIK SEKTÖRÜ DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),TRYA1PY00149,108,1.000
BTE,BV PORTFÖY OYUN VE TEKNOLOJİ DEĞİŞKEN FON,TRYBVPY00025,101,2.500
BTJ,ATLAS PORTFÖY İSTATİSTİKSEL ARBİTRAJ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TRYATLP00333,108,3.000
BTK,BV PORTFÖY TEKNOLOJİ KATILIM FONU,TRYBVPY00256,114,2.000
BTZ,ATLAS PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRYATLP00275,104,2.000
BUB,BULLS PORTFÖY BİRİNCİ FON SEPETİ FONU,TRYBLLS00308,102,2.000
BUV,BULLS PORTFÖY VOLTRAN SERBEST (TL) FON,TRYBLLS00068,108,3.000
BUY,AK PORTFÖY BÜYÜYEN ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYAKPO01516,104,3.300
BV1,BV PORTFÖY BİRİNCİ HİSSE SENEDİ (TL) FON (HİSSE SENEDİ YOĞUN FON),TRYBVPY00207,104,2.000
BVD,BV PORTFÖY BİRİNCİ DEĞİŞKEN FON,TRYBVPY00272,101,2.500
BVK,BULLS PORTFÖY VOLTRAN KATILIM SERBEST (TL) FON,TRYBLLS00092,108,3.000
BVM,ALLBATROSS PORTFOY BIRINCI HISSE SENEDI SERBEST (TL) FON (HISSE SENEDI YOGUN FON) - TRYALBT00010,TRYALBT00010,108,0.500
BVV,BV PORTFÖY TEKNOLOJİ DEĞİŞKEN FON,TRYBVPY00041,101,2.500
BVZ,BV PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST (TL) FON,TRYBVPY00033,108,4.200
CAH,A1 CAPİTAL PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TRYA1PS00034,108,2.900
CIN,AKTİF PORTFÖY BİRİNCİ SERBEST FON,TRYMKFT00364,108,2.100
CKL,YAPI KREDİ PORTFÖY ÇOKLU VARLIK DEĞİŞKEN FON,TRYYAPO01053,101,2.000
CKS,İŞ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON,TRYISPO01256,108,0.600
CPT,ROTA PORTFÖY ÇİP TEKNOLOJİLERİ DEĞİŞKEN FON,TRYROTP00398,101,2.500
CPU,AKTİF PORTFÖY TEKNOLOJİ KATILIM FONU,TRYMKFT00323,114,2.000
CVK,INVEO PORTFÖY ÇOKLU VARLIK KATILIM FONU,TRYGEPO00419,114,1.750
CVL,A1 CAPİTAL PORTFÖY ÇOKLU VARLIK KATILIM FONU,TRYA1PS00117,114,2.250
DA1,A1 CAPİTAL PORTFÖY SERBEST (DÖVİZ) FON,TRYA1PS00042,108,1.000
DAH,DENİZ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRMDAHWWWWW7,104,2.920
DAS,DENİZ PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FON,TRYDNZP00892,108,0.800
DBB,DENİZ PORTFÖY BORÇLANMA ARAÇLARI FONU,TRYDZBK00013,100,2.000
DBH,DENİZ PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU,TRYDZBK00260,100,1.750
DBK,DENİZ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,TRYDZBK00187,100,2.400
DBP,DENİZ PORTFÖY BİRİNCİ DEĞİŞKEN FON,TRYDZBK00021,101,2.000
DBZ,DENİZ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,TRYDZBK00195,100,2.000
DCB,DENİZ PORTFÖY PARA PİYASASI SERBEST (TL) FON,TRYDNZP00793,108,1.050
DEF,ALLBATROSS PORTFÖY DEFNE SERBEST FON,TRYALBT00184,108,2.250
DFC,DENİZ PORTFÖY TARIM VE GIDA DEĞİŞKEN FON,TRYDNZP00785,101,2.500
DFD,DENİZ PORTFÖY EMTİA SERBEST FON,TRYDNZP00751,108,2.500
BVF,BV PORTFÖY PARA PİYASASI (TL) FON,TRYBVPY00231,107,0.800
CFO,ROTA PORTFÖY İKİNCİ PARA PİYASASI FONU,TRYROTP00547,107,0.300
DGF,A1 CAPİTAL PORTFÖY DEĞİŞKEN FON,TRYA1PS00158,101,1.900
DGH,ATA PORTFÖY PARA PİYASASI SERBEST (TL) FON,TRYDSTK00010,108,0.950
DHJ,DENİZ PORTFÖY TEKNOLOJİ ŞİRKETLERİ HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRYDNZP00611,104,2.750
DHM,DENİZ PORTFÖY ESG-SÜRDÜRÜLEBİLİRLİK FON SEPETİ FONU,TRYDNZP00629,102,2.000
DHT,DENİZ PORTFÖY  HAVACILIK VE SAVUNMA TEKNOLOJİLERİ DEĞİŞKEN FON,TRYDNZP01775,101,2.000
DID,DENİZ PORTFÖY İKİNCİ DEĞİŞKEN FON,TRYDNZP01585,101,1.950
DIP,DENİZ PORTFÖY İKİNCİ PARA PİYASASI SERBEST (TL) FON,TRYDNZP01635,108,0.390
DKH,DENİZ PORTFÖY KATILIM HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYDNZP01072,104,2.750
DKL,DENİZ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON,TRYDNZP01437,108,0.300
DKR,DENIZ PORTFOY ONDORDUNCU SERBEST FON - TRYDNZP01221,TRYDNZP01221,108,2.920
DL2,DENİZ PORTFÖY İKİNCİ PARA PİYASASI (TL) FONU,TRYDNZP01312,107,0.490
DLD,DENİZ PORTFÖY SÜRDÜRÜLEBİLİRLİK HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRYDNZP00645,104,2.000
DLY,DENİZ PORTFÖY PARA PİYASASI (TL) FONU,TRMDLYWWWWW9,107,1.450
DMG,DENİZ PORTFÖY GÜMÜŞ FON SEPETİ FONU,TRYDNZP00694,102,2.000
DNF,A1 CAPİTAL PORTFÖY DİNAMİK FON SEPETİ FONU,TRYA1PS00174,102,1.950
DNH,DENİZ PORTFÖY İNŞAAT SEKTÖRÜ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),TRYDNZP01718,108,2.950
DNK,TACİRLER PORTFÖY DENGE KATILIM SERBEST FON,TRYTACP00183,108,3.000
DNM,QNB PORTFÖY DİNAMİK DAĞILIMLI SERBEST (DÖVİZ) FON,TRYFIPO00727,108,1.500
DNP,DENİZ PORTFÖY PARA PİYASASI KATILIM SERBEST (TL) FON,TRYDNZP01700,108,0.500
DOL,AKTİF PORTFÖY ÜÇÜNCÜ AKTİF SERBEST (DÖVİZ) FON,TRYMKFT00372,108,0.790
DOV,DENİZ PORTFÖY ONÜÇÜNCÜ SERBEST (DÖVİZ-AVRO) FON,TRYDNZP01031,108,0.600
DPB,DENİZ PORTFÖY SERBEST (DÖVİZ) FON,TRYDNZP00025,108,1.250
DPK,DENİZ PORTFÖY KİRA SERTİFİKALARI KATILIM (TL) FONU,TRYDNZP00058,114,1.500
DPT,DENİZ PORTFÖY BİST TEMETTÜ 25 ENDEKSİ HİSSE SENEDİ FONU ( HİSSE SENEDİ YOĞUN FON ),TRYDNZP00074,104,1.900
DRT,DENİZ PORTFÖY ROBOTİK TEKNOLOJİLERİ DEĞİŞKEN FON,TRYDNZP01866,101,2.000
DSD,DENİZ PORTFÖY İKİNCİ SERBEST (DÖVİZ_AVRO) FON,TRYDNZP00231,108,1.000
DSP,DENİZ PORTFÖY DENGELİ FON SEPETİ FONU,TRYDNZP00066,102,1.900
DTH,EMAA BLUE PORTFÖY DÖNÜŞÜM TEKNOLOJİLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYEMAA00111,104,2.400
DTL,DENİZ PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYDNZP01007,104,2.750
DTM,DENİZ PORTFÖY TEMETTÜ ÖDEYEN ŞİRKETLER DEĞİŞKEN FON,TRYDNZP01619,101,2.000
DTZ,AK PORTFÖY ROBOTİK TEKNOLOJİLER DEĞİŞKEN FON,TRYAKPO01128,101,2.900
DUD,DENİZ PORTFÖY UZUN VADELİ SERBEST (DÖVİZ) FON,TRYDNZP01650,108,1.000
DUH,HEDEF PORTFÖY UFUK HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),TRYHDFP00680,108,3.000
DUV,DENİZ PORTFÖY UZUN VADELİ BORÇLANMA ARAÇLARI FONU,TRYDNZP01494,100,2.000
DVS,DENİZ PORTFÖY KISA VADELİ SERBEST (TL) FON,TRYDNZP01643,108,1.000
DVT,DENİZ PORTFÖY METAVERSE VE DİJİTAL YAŞAM TEKNOLOJİLERİ DEĞİŞKEN FON,TRYDNZP00801,101,2.000
DXP,DENİZ PORTFÖY İHRACATÇI ŞİRKETLER HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRYDNZP01106,104,2.900
DYN,DENİZ PORTFÖY ELEKTRİKLİ VE OTONOM ARAÇ TEKNOLOJİLERİ DEĞİŞKEN FON,TRYDNZP00769,101,2.500
DZE,DENİZ PORTFÖY BIST 100 ENDEKSİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),TRMDZEWWWWW1,104,1.900
DZM,DENİZ PORTFÖY BEŞİNCİ SERBEST (DÖVİZ) FON,TRYDNZP00371,108,1.500
EBD,GLOBAL MD PORTFÖY İKİNCİ DEĞİŞKEN FON,TRYECZM00023,101,1.940
EBI,EMAA BLUE PORTFÖY İKİNCİ SERBEST (DÖVİZ-AVRO) FON,TRYEMAA00061,108,0.000
EBS,EMAA BLUE PORTFÖY BİRİNCİ SERBEST (DÖVİZ-ABD DOLARI) FON,TRYEMAA00053,108,0.950
EC2,GLOBAL MD PORTFÖY BİRİNCİ HİSSE SENEDİ FONU(HİSSE SENEDİ YOĞUN FON),TRMEC2WWWWW1,104,2.740
ECA,GLOBAL MD PORTFÖY BİRİNCİ DEĞİŞKEN FON,TRMECKWWWWW5,101,1.940
EDT,DENİZ PORTFÖY TED EĞİTİME DESTEK SERBEST FON,TRYDNZP01338,108,2.000
EDU,İŞ PORTFÖY TEV EĞİTİME DESTEK DEĞİŞKEN FON,TRYISPO01264,101,2.000
EIB,QİNVEST PORTFÖY DEĞİŞKEN FON,TRYISVH00029,101,2.090
EID,QİNVEST PORTFÖY HİSSE SENEDİ FONU (HİSSE YOĞUN FON),TRYISVH00011,104,3.000
EKF,QİNVEST PORTFÖY KİRA SERTİFİKASI KATILIM (TL) FONU,TRYERPO00028,114,1.252
ELZ,QİNVEST PORTFÖY KATILIM HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),TRYQPYS00011,104,3.000
EML,AK PORTFÖY EMLAK SEKTÖRÜ DEĞİŞKEN FON,TRYAKPO01904,101,2.750
ENJ,AKTİF PORTFÖY ENERJİ ŞİRKETLERİ HİSSE SENEDİ (TL) FONU (HİSSE SENEDİ YOĞUN FON),TRYMKFT00414,104,2.850
